camera,segment,kind,frame,eye_px,nme,max_px
nexigo,glasses-on,ir,ir/frame17.pgm,89.6,6.089e-7,0.0002
nexigo,glasses-on,ir,ir/frame18.pgm,,,
nexigo,glasses-on,ir,ir/frame19.pgm,89.2,6.128e-7,0.0002
nexigo,glasses-on,ir,ir/frame20.pgm,,,
nexigo,glasses-on,ir,ir/frame21.pgm,91.3,6.269e-7,0.0002
nexigo,glasses-on,ir,ir/frame22.pgm,,,
nexigo,glasses-on,ir,ir/frame23.pgm,91.7,6.193e-7,0.0002
nexigo,sweep,rgb,rgb/rgb00.ppm,93.0,7.103e-7,0.0003
nexigo,sweep,rgb,rgb/rgb01.ppm,65.6,1.035e-6,0.0002
nexigo,sweep,rgb,rgb/rgb02.ppm,87.4,6.394e-7,0.0002
nexigo,sweep,rgb,rgb/rgb03.ppm,91.8,6.539e-7,0.0002
nexigo,sweep,rgb,rgb/rgb04.ppm,88.4,6.593e-7,0.0002
nexigo,sweep,rgb,rgb/rgb05.ppm,94.6,7.025e-7,0.0002
nexigo,sweep,rgb,rgb/rgb06.ppm,69.0,1.015e-6,0.0002
nexigo,sweep,rgb,rgb/rgb07.ppm,89.6,6.688e-7,0.0002
nexigo,sweep,ir,ir/frame00.pgm,,,
nexigo,sweep,ir,ir/frame01.pgm,,,
nexigo,sweep,ir,ir/frame02.pgm,,,
nexigo,sweep,ir,ir/frame03.pgm,68.2,1.496e-6,0.0002
nexigo,sweep,ir,ir/frame04.pgm,,,
nexigo,sweep,ir,ir/frame05.pgm,71.0,6.231e-7,0.0002
nexigo,sweep,ir,ir/frame06.pgm,,,
nexigo,sweep,ir,ir/frame07.pgm,67.9,7.339e-7,0.0002
nexigo,sweep,ir,ir/frame08.pgm,,,
nexigo,sweep,ir,ir/frame09.pgm,66.7,7.340e-7,0.0002
nexigo,sweep,ir,ir/frame10.pgm,,,
nexigo,sweep,ir,ir/frame11.pgm,66.2,8.056e-7,0.0002
nexigo,sweep,ir,ir/frame12.pgm,,,
nexigo,sweep,ir,ir/frame13.pgm,61.7,8.853e-7,0.0002
nexigo,sweep,ir,ir/frame14.pgm,,,
nexigo,sweep,ir,ir/frame15.pgm,57.6,8.165e-7,0.0002
nexigo,sweep,ir,ir/frame16.pgm,,,
nexigo,sweep,ir,ir/frame17.pgm,56.8,9.254e-7,0.0002
nexigo,sweep,ir,ir/frame18.pgm,,,
nexigo,sweep,ir,ir/frame19.pgm,54.6,8.944e-7,0.0002
nexigo,sweep,ir,ir/frame20.pgm,,,
nexigo,sweep,ir,ir/frame21.pgm,52.5,8.261e-7,0.0002
nexigo,sweep,ir,ir/frame22.pgm,,,
nexigo,sweep,ir,ir/frame23.pgm,53.4,8.706e-7,0.0002
