camera,segment,kind,frame,eye_px,nme,max_px
lfw,all,rgb,rgb/Colin_Powell_0040.ppm,85.7,6.792e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0041.ppm,61.0,6.867e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0042.ppm,55.2,7.095e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0043.ppm,48.1,8.322e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0044.ppm,65.5,6.891e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0045.ppm,58.0,6.895e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0046.ppm,55.5,7.395e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0047.ppm,56.5,7.375e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0048.ppm,98.6,5.961e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0049.ppm,57.4,7.400e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0050.ppm,62.8,6.851e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0051.ppm,54.2,7.632e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0052.ppm,54.8,7.614e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0053.ppm,66.3,6.783e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0054.ppm,48.6,8.310e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0055.ppm,57.5,7.782e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0056.ppm,64.9,7.255e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0057.ppm,55.7,7.098e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0058.ppm,51.4,7.542e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0059.ppm,58.8,7.719e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0060.ppm,56.8,7.223e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0061.ppm,62.9,6.938e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0062.ppm,62.0,7.060e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0063.ppm,61.0,6.869e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0064.ppm,57.4,7.162e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0065.ppm,56.1,7.389e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0066.ppm,46.2,8.179e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0067.ppm,57.2,7.410e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0068.ppm,58.2,6.939e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0069.ppm,50.3,8.857e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0070.ppm,54.8,7.331e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0071.ppm,39.1,9.773e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0072.ppm,60.3,6.929e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0073.ppm,57.6,7.199e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0074.ppm,56.8,7.428e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0075.ppm,52.9,6.790e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0076.ppm,70.4,7.453e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0077.ppm,67.1,7.091e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0078.ppm,54.4,7.559e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0079.ppm,60.4,7.526e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0080.ppm,57.5,7.159e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0081.ppm,59.3,6.848e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0082.ppm,53.4,7.557e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0083.ppm,55.4,7.231e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0084.ppm,50.3,7.966e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0085.ppm,67.2,7.602e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0086.ppm,53.3,7.384e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0087.ppm,57.1,6.896e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0088.ppm,68.6,6.819e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0089.ppm,64.0,7.486e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0090.ppm,59.2,6.931e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0091.ppm,66.1,6.542e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0092.ppm,50.6,7.692e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0093.ppm,60.0,7.201e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0094.ppm,52.5,8.525e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0095.ppm,59.0,7.215e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0096.ppm,60.9,7.057e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0097.ppm,55.5,7.366e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0098.ppm,61.7,6.689e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0099.ppm,59.7,8.185e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0100.ppm,61.2,6.948e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0101.ppm,64.9,7.208e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0102.ppm,55.8,6.616e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0103.ppm,65.0,6.640e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0104.ppm,57.8,7.498e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0105.ppm,55.0,7.631e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0106.ppm,69.9,7.423e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0107.ppm,57.2,7.232e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0108.ppm,66.5,7.217e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0109.ppm,56.3,6.958e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0110.ppm,53.2,7.471e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0111.ppm,54.7,7.841e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0112.ppm,59.4,7.730e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0113.ppm,50.7,7.871e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0114.ppm,53.6,7.959e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0115.ppm,56.7,6.776e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0116.ppm,59.5,7.040e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0117.ppm,58.6,7.391e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0118.ppm,51.5,7.468e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0119.ppm,53.8,7.419e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0120.ppm,56.1,7.402e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0121.ppm,47.3,8.316e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0122.ppm,58.5,6.483e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0123.ppm,60.2,7.287e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0124.ppm,50.0,7.714e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0125.ppm,62.4,6.756e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0126.ppm,54.7,7.621e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0127.ppm,56.6,7.459e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0128.ppm,59.5,7.606e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0129.ppm,67.4,7.838e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0130.ppm,55.8,7.127e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0131.ppm,59.2,6.958e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0132.ppm,50.5,7.866e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0133.ppm,58.6,7.114e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0134.ppm,57.6,7.078e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0135.ppm,53.1,7.565e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0136.ppm,53.0,7.515e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0137.ppm,51.7,8.117e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0138.ppm,58.0,7.843e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0139.ppm,60.1,7.440e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0140.ppm,62.1,6.875e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0141.ppm,56.3,7.506e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0142.ppm,54.4,7.228e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0143.ppm,56.1,7.180e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0144.ppm,53.5,7.623e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0145.ppm,75.6,7.330e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0146.ppm,50.7,8.407e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0147.ppm,52.0,7.042e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0148.ppm,52.0,7.754e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0149.ppm,55.8,7.325e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0150.ppm,57.7,7.648e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0151.ppm,56.1,7.624e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0152.ppm,49.8,8.290e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0153.ppm,52.8,7.882e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0154.ppm,56.3,7.501e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0155.ppm,56.2,6.947e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0156.ppm,53.1,7.494e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0157.ppm,49.8,7.514e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0158.ppm,55.7,7.910e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0159.ppm,57.9,7.072e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0160.ppm,68.2,6.715e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0161.ppm,53.8,8.133e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0162.ppm,63.8,7.014e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0163.ppm,65.0,6.219e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0164.ppm,61.9,6.504e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0165.ppm,56.9,7.571e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0166.ppm,52.6,8.385e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0167.ppm,60.5,6.958e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0168.ppm,61.0,7.113e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0169.ppm,54.8,7.831e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0170.ppm,59.2,7.347e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0171.ppm,59.9,7.228e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0172.ppm,64.2,6.420e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0173.ppm,60.1,7.632e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0174.ppm,67.7,6.704e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0175.ppm,62.9,7.010e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0176.ppm,61.7,7.612e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0177.ppm,50.5,8.476e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0178.ppm,58.4,7.772e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0179.ppm,62.4,6.855e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0180.ppm,57.0,8.180e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0181.ppm,54.6,8.496e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0182.ppm,54.1,7.614e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0183.ppm,62.1,6.348e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0184.ppm,61.8,6.276e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0185.ppm,62.5,7.103e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0186.ppm,61.5,6.818e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0187.ppm,63.5,6.499e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0188.ppm,53.2,8.381e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0189.ppm,58.0,6.968e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0190.ppm,51.5,8.385e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0191.ppm,53.8,7.254e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0192.ppm,54.7,7.366e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0193.ppm,55.6,7.061e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0194.ppm,55.8,8.003e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0195.ppm,52.5,7.504e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0196.ppm,55.9,7.205e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0197.ppm,55.0,8.015e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0198.ppm,56.2,7.262e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0199.ppm,53.9,7.519e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0200.ppm,55.5,7.350e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0201.ppm,59.1,7.276e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0202.ppm,58.4,6.899e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0203.ppm,64.1,7.350e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0204.ppm,52.5,7.109e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0205.ppm,53.0,7.955e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0206.ppm,65.9,6.028e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0207.ppm,64.1,7.249e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0208.ppm,63.4,7.017e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0209.ppm,51.5,7.664e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0210.ppm,54.4,7.322e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0211.ppm,61.9,7.034e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0212.ppm,55.1,7.046e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0213.ppm,49.4,8.548e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0214.ppm,62.7,7.152e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0215.ppm,64.3,7.638e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0216.ppm,65.8,6.692e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0217.ppm,57.1,7.119e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0218.ppm,54.0,7.422e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0219.ppm,57.7,7.416e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0220.ppm,55.1,7.051e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0221.ppm,58.5,6.849e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0222.ppm,57.0,6.924e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0223.ppm,55.5,8.325e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0224.ppm,57.9,7.338e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0225.ppm,60.3,7.153e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0226.ppm,61.7,6.860e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0227.ppm,59.7,7.666e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0228.ppm,49.9,7.567e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0229.ppm,65.2,7.169e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0230.ppm,55.3,7.741e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0231.ppm,63.9,7.013e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0232.ppm,57.6,6.974e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0233.ppm,43.1,9.284e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0234.ppm,52.0,9.037e-7,0.0001
lfw,all,rgb,rgb/Colin_Powell_0235.ppm,56.9,7.595e-7,0.0002
lfw,all,rgb,rgb/Colin_Powell_0236.ppm,58.8,6.956e-7,0.0001
lfw,all,rgb,rgb/Colin_Prescot_0001.ppm,58.6,7.099e-7,0.0002
lfw,all,rgb,rgb/Colleen_Atwood_0001.ppm,70.6,6.285e-7,0.0001
lfw,all,rgb,rgb/Colleen_Donovan_0001.ppm,54.8,7.014e-7,0.0002
lfw,all,rgb,rgb/Colleen_Jones_0001.ppm,63.2,7.661e-7,0.0002
lfw,all,rgb,rgb/Colleen_OClair_0001.ppm,47.5,9.384e-7,0.0001
lfw,all,rgb,rgb/Colleen_Ryan_0001.ppm,52.5,7.265e-7,0.0001
lfw,all,rgb,rgb/Collis_Temple_III_0001.ppm,51.5,8.002e-7,0.0002
lfw,all,rgb,rgb/Columba_Bush_0001.ppm,64.8,6.642e-7,0.0001
lfw,all,rgb,rgb/Compay_Segundo_0001.ppm,69.6,6.561e-7,0.0001
lfw,all,rgb,rgb/Conan_OBrien_0001.ppm,59.8,7.671e-7,0.0002
lfw,all,rgb,rgb/Conan_OBrien_0002.ppm,60.3,7.208e-7,0.0001
lfw,all,rgb,rgb/Conan_OBrien_0003.ppm,64.4,7.300e-7,0.0002
lfw,all,rgb,rgb/Conan_OBrien_0004.ppm,58.7,7.747e-7,0.0001
lfw,all,rgb,rgb/Conchita_Martinez_0001.ppm,54.4,6.851e-7,0.0001
lfw,all,rgb,rgb/Conchita_Martinez_0002.ppm,54.5,6.825e-7,0.0001
lfw,all,rgb,rgb/Conchita_Martinez_0003.ppm,48.4,8.438e-7,0.0001
lfw,all,rgb,rgb/Condoleezza_Rice_0001.ppm,65.4,6.019e-7,0.0002
lfw,all,rgb,rgb/Condoleezza_Rice_0002.ppm,68.5,6.386e-7,0.0002
lfw,all,rgb,rgb/Condoleezza_Rice_0003.ppm,63.7,7.102e-7,0.0001
lfw,all,rgb,rgb/Condoleezza_Rice_0004.ppm,54.8,5.317e-7,0.0001
lfw,all,rgb,rgb/Condoleezza_Rice_0005.ppm,52.6,7.385e-7,0.0002
lfw,all,rgb,rgb/Condoleezza_Rice_0006.ppm,58.6,7.685e-7,0.0002
lfw,all,rgb,rgb/Condoleezza_Rice_0007.ppm,55.8,7.281e-7,0.0001
lfw,all,rgb,rgb/Condoleezza_Rice_0008.ppm,64.3,6.564e-7,0.0001
lfw,all,rgb,rgb/Condoleezza_Rice_0009.ppm,65.5,6.663e-7,0.0002
lfw,all,rgb,rgb/Condoleezza_Rice_0010.ppm,60.7,6.178e-7,0.0001
lfw,all,rgb,rgb/Condoleezza_Rice_0011.ppm,66.4,6.415e-7,0.0002
lfw,all,rgb,rgb/Connie_Chung_0001.ppm,64.1,6.971e-7,0.0002
lfw,all,rgb,rgb/Connie_Freydell_0001.ppm,60.6,6.617e-7,0.0001
lfw,all,rgb,rgb/Conrad_Black_0001.ppm,58.1,7.537e-7,0.0002
lfw,all,rgb,rgb/Constance_Marie_0001.ppm,60.5,6.338e-7,0.0001
lfw,all,rgb,rgb/Constance_Marie_0002.ppm,60.2,6.834e-7,0.0001
lfw,all,rgb,rgb/Constance_Marie_0003.ppm,67.4,6.704e-7,0.0001
lfw,all,rgb,rgb/Cora_Cambell_0001.ppm,52.9,6.893e-7,0.0001
lfw,all,rgb,rgb/Coretta_Scott_King_0001.ppm,54.1,7.583e-7,0.0001
lfw,all,rgb,rgb/Coretta_Scott_King_0002.ppm,56.0,6.830e-7,0.0001
lfw,all,rgb,rgb/Coretta_Scott_King_0003.ppm,54.2,6.994e-7,0.0001
lfw,all,rgb,rgb/Corey_Maggette_0001.ppm,58.8,7.326e-7,0.0002
lfw,all,rgb,rgb/Cori_Enghusen_0001.ppm,46.9,8.291e-7,0.0001
lfw,all,rgb,rgb/Corinna_Harfouch_0001.ppm,61.6,8.037e-7,0.0002
lfw,all,rgb,rgb/Corinne_Coman_0001.ppm,62.3,6.366e-7,0.0001
lfw,all,rgb,rgb/Corinne_Coman_0002.ppm,57.4,7.548e-7,0.0001
lfw,all,rgb,rgb/Corliss_Williamson_0001.ppm,61.9,7.609e-7,0.0002
lfw,all,rgb,rgb/Cosmo_Iacavazzi_0001.ppm,59.3,6.593e-7,0.0001
lfw,all,rgb,rgb/Costas_Simitis_0001.ppm,56.0,8.241e-7,0.0002
lfw,all,rgb,rgb/Costas_Simitis_0002.ppm,48.8,8.320e-7,0.0002
lfw,all,rgb,rgb/Costas_Simitis_0003.ppm,55.6,8.034e-7,0.0001
lfw,all,rgb,rgb/Costas_Simitis_0004.ppm,55.4,9.055e-7,0.0002
lfw,all,rgb,rgb/Costas_Simitis_0005.ppm,54.1,7.918e-7,0.0002
lfw,all,rgb,rgb/Costas_Simitis_0006.ppm,55.6,7.535e-7,0.0002
lfw,all,rgb,rgb/Courtney_Cox_0001.ppm,58.7,7.307e-7,0.0001
lfw,all,rgb,rgb/Courtney_Love_0001.ppm,52.3,7.051e-7,0.0001
lfw,all,rgb,rgb/Courtney_Love_0002.ppm,61.2,7.075e-7,0.0001
lfw,all,rgb,rgb/Craig_Burley_0001.ppm,57.9,7.865e-7,0.0002
lfw,all,rgb,rgb/Craig_David_0001.ppm,60.5,6.055e-7,0.0002
lfw,all,rgb,rgb/Craig_Doblin_0001.ppm,69.0,5.193e-7,0.0001
lfw,all,rgb,rgb/Craig_Fitzgibbon_0001.ppm,61.2,8.113e-7,0.0002
lfw,all,rgb,rgb/Craig_MacTavish_0001.ppm,54.8,7.622e-7,0.0001
lfw,all,rgb,rgb/Craig_Morgan_0001.ppm,62.1,6.635e-7,0.0001
lfw,all,rgb,rgb/Craig_OClair_0001.ppm,53.1,8.257e-7,0.0002
lfw,all,rgb,rgb/Craig_Wilson_0001.ppm,58.0,7.594e-7,0.0002
lfw,all,rgb,rgb/Crandall_Bowles_0001.ppm,58.6,7.647e-7,0.0002
lfw,all,rgb,rgb/Crispin_Glover_0001.ppm,57.6,6.797e-7,0.0001
lfw,all,rgb,rgb/Cristian_Barros_0001.ppm,56.9,6.664e-7,0.0002
lfw,all,rgb,rgb/Cristiano_da_Matta_0001.ppm,58.0,6.832e-7,0.0001
lfw,all,rgb,rgb/Cristina_Fernandez_0001.ppm,62.0,6.243e-7,0.0001
lfw,all,rgb,rgb/Cristina_Fernandez_0002.ppm,62.2,7.252e-7,0.0002
lfw,all,rgb,rgb/Cristina_Kirchner_0001.ppm,57.9,6.914e-7,0.0002
lfw,all,rgb,rgb/Cristina_Saralegui_0001.ppm,50.6,9.799e-7,0.0001
lfw,all,rgb,rgb/Cristina_Saralegui_0002.ppm,60.4,7.858e-7,0.0002
lfw,all,rgb,rgb/Cristina_Torrens_Valero_0001.ppm,55.7,7.781e-7,0.0002
lfw,all,rgb,rgb/Cruz_Bustamante_0001.ppm,58.5,7.211e-7,0.0002
lfw,all,rgb,rgb/Cruz_Bustamante_0002.ppm,58.5,7.115e-7,0.0001
lfw,all,rgb,rgb/Cruz_Bustamante_0003.ppm,53.1,7.315e-7,0.0001
lfw,all,rgb,rgb/Cruz_Bustamante_0004.ppm,56.3,7.097e-7,0.0001
lfw,all,rgb,rgb/Cruz_Bustamante_0005.ppm,49.5,7.531e-7,0.0001
lfw,all,rgb,rgb/Cuba_Gooding_Jr_0001.ppm,56.7,7.015e-7,0.0002
lfw,all,rgb,rgb/Curt_Weldon_0001.ppm,61.2,6.837e-7,0.0002
lfw,all,rgb,rgb/Curtis_Joseph_0001.ppm,63.1,6.852e-7,0.0002
lfw,all,rgb,rgb/Curtis_Rodriguez_0001.ppm,55.1,6.918e-7,0.0001
lfw,all,rgb,rgb/Curtis_Strange_0001.ppm,48.1,6.892e-7,0.0001
lfw,all,rgb,rgb/Cyndi_Thompson_0001.ppm,61.2,6.816e-7,0.0001
lfw,all,rgb,rgb/Cyndi_Thompson_0002.ppm,66.1,6.458e-7,0.0002
lfw,all,rgb,rgb/Cynthia_Nixon_0001.ppm,58.4,6.766e-7,0.0002
lfw,all,rgb,rgb/Cynthia_Rowley_0001.ppm,60.1,7.616e-7,0.0002
lfw,all,rgb,rgb/DAngelo_Jimenez_0001.ppm,66.4,5.474e-7,0.0001
lfw,all,rgb,rgb/Dagmar_Dunlevy_0001.ppm,66.6,7.117e-7,0.0002
lfw,all,rgb,rgb/Dai_Bachtiar_0001.ppm,57.0,6.904e-7,0.0002
lfw,all,rgb,rgb/Dai_Bachtiar_0002.ppm,60.2,7.954e-7,0.0002
lfw,all,rgb,rgb/Dai_Chul_Chyung_0001.ppm,57.4,7.057e-7,0.0001
lfw,all,rgb,rgb/Daisy_Fuentes_0001.ppm,61.0,6.777e-7,0.0001
lfw,all,rgb,rgb/Daisy_Fuentes_0002.ppm,64.6,6.924e-7,0.0001
lfw,all,rgb,rgb/Daisy_Fuentes_0003.ppm,62.5,6.896e-7,0.0001
lfw,all,rgb,rgb/Daisy_Fuentes_0004.ppm,61.1,6.509e-7,0.0002
lfw,all,rgb,rgb/Daja_Bedanova_0001.ppm,59.9,7.025e-7,0.0002
lfw,all,rgb,rgb/Dalai_Lama_0001.ppm,59.3,6.930e-7,0.0001
lfw,all,rgb,rgb/Dalai_Lama_0002.ppm,49.9,7.458e-7,0.0001
lfw,all,rgb,rgb/Dale_Bosworth_0001.ppm,53.7,7.087e-7,0.0001
lfw,all,rgb,rgb/Dale_Earnhardt_0001.ppm,57.7,6.857e-7,0.0001
lfw,all,rgb,rgb/Dale_Earnhardt_Jr_0001.ppm,61.9,6.978e-7,0.0002
lfw,all,rgb,rgb/Dale_Earnhardt_Jr_0002.ppm,60.8,7.031e-7,0.0002
lfw,all,rgb,rgb/Dale_Earnhardt_Jr_0003.ppm,79.2,5.928e-7,0.0001
lfw,all,rgb,rgb/Dale_Earnhardt_Jr_0004.ppm,70.5,6.336e-7,0.0001
lfw,all,rgb,rgb/Dalia_Rabin-Pelosoff_0001.ppm,60.0,7.055e-7,0.0002
lfw,all,rgb,rgb/Damarius_Bilbo_0001.ppm,55.1,6.486e-7,0.0001
lfw,all,rgb,rgb/Damon_Dash_0001.ppm,67.8,6.504e-7,0.0002
lfw,all,rgb,rgb/Damon_Stoudamire_0001.ppm,40.9,7.199e-7,0.0001
